VAREKARTOTEK;;;;;;;;;;;;;;;;;;;;;;;;;;;
"* Sikkerhetsmerking brukt i kjemikalie-/medie og gasslisten:

O: Oksyderende	F: Meget brannfarlig	T/T+:Giftig		im: ikke merkepliktig	

Xn: Helseskadelig	Xi: Irriterende		C: Etsende		N: miljøskadelig";;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
HMS;;;;;;;;;;;;;;;;;;;;;;;;;;;
Name;Subitems;1.Bestill antall;2.Velg prioritet;3.Klikk her;Best.nr.;Leverandør;Valg leverandør;Produsent;Pris inkl. rabatt;% rabatt;Pris-sjekk Sign.;Prisavtale;Vurdering pris;Varetelling;Avd.;Kategori;Forpakning;Enhet per pk;Fastbestilling;Kartotek ID;Plassering;Link /vedlegg;Kommentar;Merking/Sertifikat;Sikkerhet*;EK ref.;Last Updated
Støvmaske 3M;;1;Velg prioritet;Bestill;72221;Arbeidsmiljøsenteret;;3M;1113;;;Ingen avtale;Ikke vurdert;Nei;Kjemi;HMS;1 pakke har 10 stk;10;Nei;6702994603;;3M™ 9332 Støvmaske FFP3 - https://hmsbutikken.arbeidsmiljo.no/3m/72221/3m-9332-st%C3%B8vmaske-ffp3-pakke-med-10-stk?gad_source=1&gclid=Cj0KCQjw0ruyBhDuARIsANSZ3wp8CdJwsZakgkau8nCPu_TQCW60yFOLebF8mon13TijI-WfuilAQiEaAqfHEALw_wcB;;;;ingen;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Avfallsbeholder knust glass, 5,5 kg;;1;Velg prioritet;Bestill;119-0037P;VWR Avantor;;VWR;885;;25.06.25 ILK;Ingen avtale;Ikke vurdert;Nei;Felles;HMS;;6;Nei;8773123746;Vaskerom lab;https://no.vwr.com/store/product/546573/vwr-avfallsbeholder-for-knust-glass#order;;;;ingen;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Øyeskyllflaske;;;Velg prioritet;Bestill;969999;Apotek 1;;cederroth;299,9;;;Ingen avtale;Ikke vurdert;Nei;Felles;HMS;;1;Nei;8840760204;kundemottaket;https://www.apotek1.no/produkter/cederroth-oyeskyll-dusjflaske-969999p?msclkid=470d0645355a1744d94761a8054b2a07&utm_source=bing&utm_medium=cpc&utm_campaign=Apotek1%20-%20Bing%20Shopping&utm_term=4575480207676559&utm_content=Ad%20group%20%231;;;;ingen;Ingrid Lea Karlskås Aug 14, 2025 9:10 AM
vertikalstilt pc-mus;;;Velg prioritet;Bestill;LTMXVERTICAEM;elkjøp, logitech;;logitech;1299;;;Ingen avtale;Ikke vurdert;Nei;Felles;HMS;;1;Nei;8923677473;;https://www.elkjop.no/product/pc-datautstyr-og-kontor/pc-tilbehor/mus-tastatur/pc-mus/logitech-mx-vertical-mus/LTMXVERTICAEM?scid=SEM2705583253&msclkid=9a76016581dc1ee207d966994bb09fdb&utm_source=bing&utm_medium=cpc&utm_campaign=Shopping%20-%20Epoq%20-%20Kj%C3%B8kken%20-%2004SH&utm_term=4579259776253366&utm_content=Shopping%20-%20Epoq%20kj%C3%B8kken%20og%20vaskerom;;;;ingen;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Paracet 500 mg;;;Velg prioritet;Bestill;;Dagligvare;;;;;;Ingen avtale;Ikke vurdert;Nei;Felles;HMS;;;Nei;8987207907;;;;;;ingen;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
veggfeste øyeskyll Plum;;;Velg prioritet;Bestill;;;;;;;;Ingen avtale;Ikke vurdert;Nei;Felles;HMS;;;Nei;9004386907;;;;;;ingen;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Ibux;;;Velg prioritet;Bestill;;Dagligvare;;;;;;Ingen avtale;Ikke vurdert;Nei;Felles;HMS;;;Nei;9467444803;;;;;;ingen;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Øyeskyll Plum;;;Velg prioritet;Bestill;3359053;Maske;;Plum;;;;Ingen avtale;Ikke vurdert;Nei;Felles;HMS;;;Nei;9797208738;;;;;;ingen;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Øyedråper Thealoz Duo Gel;;;Velg prioritet;Bestill;;Synsam;;Thea;206;;;Ingen avtale;Ikke vurdert;Nei;Mikro;HMS;;;Nei;9981751152;;https://www.synsam.no/thealoz-duo-gel-%C3%B8yedr%C3%A5per-30-stk-endosebeholdere;;;;ingen;blank Sep 5, 2025 2:31 PM
;;25;;;;;;;8073,64;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
Arbeidsklær;;;;;;;;;;;;;;;;;;;;;;;;;;;
Name;Subitems;1.Bestill antall;2.Velg prioritet;3.Klikk her;Best.nr.;Leverandør;Valg leverandør;Produsent;Pris inkl. rabatt;% rabatt;Pris-sjekk Sign.;Prisavtale;Vurdering pris;Varetelling;Avd.;Kategori;Forpakning;Enhet per pk;Fastbestilling;Kartotek ID;Plassering;Link /vedlegg;Kommentar;Merking/Sertifikat;Sikkerhet*;EK ref.;Last Updated
Essentials bukse med strikk i livet;;;Velg prioritet;Bestill;8327-BNP;Healthworkers;;;;;;Ingen avtale;Ikke vurdert;Nei;Felles;Arbeidsklær;;;Nei;4059985641;;;;;;ingen;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Strikk i ben;;;Velg prioritet;Bestill;200215;Healthworkers;;;;;;Ingen avtale;Ikke vurdert;Nei;Felles;Arbeidsklær;;;Nei;4059991539;;;;;;ingen;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Essentials kittel med V-hals;;;Velg prioritet;Bestill;8232-WWP;Healthworkers;;;;;;Ingen avtale;Ikke vurdert;Nei;Felles;Arbeidsklær;;;Nei;4060009919;;;;;;ingen;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
;;0;;;;;;;0;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kontor/forbruk;;;;;;;;;;;;;;;;;;;;;;;;;;;
Name;Subitems;1.Bestill antall;2.Velg prioritet;3.Klikk her;Best.nr.;Leverandør;Valg leverandør;Produsent;Pris inkl. rabatt;% rabatt;Pris-sjekk Sign.;Prisavtale;Vurdering pris;Varetelling;Avd.;Kategori;Forpakning;Enhet per pk;Fastbestilling;Kartotek ID;Plassering;Link /vedlegg;Kommentar;Merking/Sertifikat;Sikkerhet*;EK ref.;Last Updated
Post-It 654 gul;;;Velg prioritet;Bestill;458643;NorEngros;;;236,72;;;Ingen avtale;Ikke vurdert;Nei;Mottaket;Kontorrekvisita;1 forpakning a 12 blokk;;Nei;1832874102;;;;;;ingen;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Post-It 653 gul 38x51mm 100 ark pr blokk ;;10;Velg prioritet;Bestill;456738;NorEngros;;;197,52;;;Ingen avtale;Ikke vurdert;Nei;Mottaket;Kontorrekvisita;1 forpakning a 12 blokk;12;Nei;1832874144;;;;;;ingen;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Register PP A4 A-Å hvit 175221;;;Velg prioritet;Bestill;85457;NorEngros;;;43,41;;;Ingen avtale;Ikke vurdert;Nei;Mottaket;Kontorrekvisita;A4;;Nei;1832874879;;;;;;ingen;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Strong-Line;;;Velg prioritet;Bestill;85455;NorEngros;;;;;;Ingen avtale;Ikke vurdert;Nei;Mottaket;Kontorrekvisita;;;Nei;1832874480;;;;;;ingen;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Tapedisp m/pistolgrep hånd 06300;;;Velg prioritet;Bestill;77879;NorEngros;;;143,2;;;Ingen avtale;Ikke vurdert;Nei;Mottaket;Kontorrekvisita;50mm;1;Nei;1832874971;;;;;;ingen;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Merketusj rund spiss sort;;2;Velg prioritet;Bestill;75053;NorEngros;;;63,48;;;Ingen avtale;Ikke vurdert;Nei;Mottaket;Kontorrekvisita;;12;Nei;1832875263;;;;;;ingen;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Etikett kopi/laser 70x36mm 24pr ark;;;Velg prioritet;Bestill;69505;NorEngros;;;250,4;;;Ingen avtale;Ikke vurdert;Nei;Mottaket;Kontorrekvisita;;;Nei;1832874261;;;;;;ingen;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Linjal plast 20cm klar;;;Velg prioritet;Bestill;68769;NorEngros;;;;;;Ingen avtale;Ikke vurdert;Nei;Mottaket;Kontorrekvisita;20cm;;Nei;1832874211;;;;;;ingen;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Hullapp 5180 2h sølv;;;Velg prioritet;Bestill;66233;NorEngros;;;;;;Ingen avtale;Ikke vurdert;Nei;Mottaket;Kontorrekvisita;;;Nei;1832875019;;;;;;ingen;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Arkivmekanisme metall og plast rød 80mm;;;Velg prioritet;Bestill;64533;NorEngros;;;;;;Ingen avtale;Ikke vurdert;Nei;Mottaket;Kontorrekvisita;;;Nei;1832874656;;;;;;ingen;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Arkivmekanisme met pl rød 80mm B-Binder;;;Velg prioritet;Bestill;64533;NorEngros;;;;;;Ingen avtale;Ikke vurdert;Nei;Mottaket;Kontorrekvisita;80mm;;Nei;1832874637;;;;;;ingen;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Isopor, medium;;2;Velg prioritet;Bestill;500 R03 00;Nesseplast;;;954;;;Ingen avtale;Ikke vurdert;Nei;Mottaket;Kontorrekvisita;1;36;Nei;1832875336;;;;;;ingen;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Isopor, smalt rektangel;;2;Velg prioritet;Bestill;500 N08 02;Nesseplast;;;672;;;Ingen avtale;Ikke vurdert;Nei;Mottaket;Kontorrekvisita;1;24;Nei;1832875389;;;;;;ingen;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Isopor , stor;;2;Velg prioritet;Bestill;500 M04 D3;Nesseplast;;;336;;;Ingen avtale;Ikke vurdert;Nei;Mottaket;Kontorrekvisita;1;6;Nei;1832875222;;;;;;ingen;Kristin Sep 2, 2025 11:26 AM
Isopor, liten;;1;Velg prioritet;Bestill;500 B02 01;Nesseplast;;;13,8;;;Ingen avtale;Ikke vurdert;Nei;Mottaket;Kontorrekvisita;;;Nei;1832875277;;;;;;ingen;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Linjal plast 30cm klar;;;Velg prioritet;Bestill;48098;NorEngros;;;6,8;;;Ingen avtale;Ikke vurdert;Nei;Mottaket;Kontorrekvisita;30cm;;Nei;1832874159;;;;;;ingen;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Termorull 57xØ40x12mm;;;Velg prioritet;Bestill;390278;NorEngros;;;6,8;;;Ingen avtale;Ikke vurdert;Nei;Mottaket;Kontorrekvisita;57xØ40x12mm;;Nei;1832874927;;;;;;ingen;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Merkepenn 1,0 hvit Fine;;;Velg prioritet;Bestill;372504;NorEngros;;NorEngros;580,99;;;Ingen avtale;Ikke vurdert;Nei;Mottaket;Kontorrekvisita;;12;Nei;1832874006;;;;;;ingen;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Tusj 1,0 sort Fine rund spiss;;;Velg prioritet;Bestill;372486;NorEngros;;;;;;Ingen avtale;Ikke vurdert;Nei;Mottaket;Kontorrekvisita;;;Nei;1832874530;;;;;;ingen;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Arkivboks A4 11cm massiv papp;;;Velg prioritet;Bestill;366328;NorEngros;;;;;;Ingen avtale;Ikke vurdert;Nei;Mottaket;Kontorrekvisita;;;Nei;1832874597;;;;;;ingen;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Arkivboks A4 11cm massivpapp;;;Velg prioritet;Bestill;366328;NorEngros;;;;;;Ingen avtale;Ikke vurdert;Nei;Mottaket;Kontorrekvisita;11cm;;Nei;1832874546;;;;;;ingen;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Toner Brother BK 3k TN2420;;3;Velg prioritet;Bestill;352730;NorEngros;;Annet;1231,11;;;Ingen avtale;Ikke vurdert;Nei;Mottaket;Kontorrekvisita;;;Nei;1832874164;;;;;;ingen;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Kaffefilter bleket 110mm catering;;;Velg prioritet;Bestill;336313;NorEngros;;;47,2;;;Ingen avtale;Ikke vurdert;Nei;Mottaket;Kontorrekvisita;;;Nei;1832874352;;;;;;ingen;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Trommel Brother 12K DR2400;;;Velg prioritet;Bestill;356419;NorEngros;;;1314,92;;;Ingen avtale;Ikke vurdert;Nei;Mottaket;Kontorrekvisita;1;1;Nei;4610774586;;;;;;ingen;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Plastlomme PP A4 topp-/sideåpning;;2;Velg prioritet;Bestill;336084;NorEngros;;NorEngros;;;;Ingen avtale;Ikke vurdert;Nei;Mottaket;Kontorrekvisita;120my;;Nei;1832874169;;;;;;ingen;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Borddisp 57431 sort;;;Velg prioritet;Bestill;334366;NorEngros;;;;;;Ingen avtale;Ikke vurdert;Nei;Mottaket;Kontorrekvisita;19/25mmx66m;;Nei;1832874059;;;;;;ingen;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Pappkasse 0;;;Velg prioritet;Bestill;326604;NorEngros;;NorEngros;;;;Ingen avtale;Ikke vurdert;Nei;Mottaket;Kontorrekvisita;210x170x150mm;;Nei;1832874883;;;;;;ingen;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Tusj 0,4 sort Ultra Fine;;2;Velg prioritet;Bestill;31035;NorEngros;;;334,74;;;Ingen avtale;Ikke vurdert;Nei;Mottaket;Kontorrekvisita;12;12;Nei;1832874453;;;;;;ingen;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Heftemasse avtagbar MultiTrack;;;Velg prioritet;Bestill;307992;NorEngros;;NorEngros;;;;Ingen avtale;Ikke vurdert;Nei;Mottaket;Kontorrekvisita;35g;;Nei;1832874611;;;;;;ingen;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Senterrull Plus M 1lag u/hylse;;1;Velg prioritet;Bestill;280471;NorEngros;;NorEngros;418,2;;;Ingen avtale;Ikke vurdert;Nei;Mottaket;Kontorrekvisita;280m;6;Nei;1832874671;;;;;;ingen;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Senterrull Plus S 1lag u/hylse;;;Velg prioritet;Bestill;280470;NorEngros;;NorEngros;392,16;;;Ingen avtale;Ikke vurdert;Nei;Mottaket;Kontorrekvisita;110m;12;Nei;1832874733;;;;;;ingen;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Rekvisisjon A5 m/1kopi;;;Velg prioritet;Bestill;273665;NorEngros;;;;;;Ingen avtale;Ikke vurdert;Nei;Mottaket;Kontorrekvisita;A5;;Nei;1832874215;;;;;;ingen;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Ettersending/retur;;;Velg prioritet;Bestill;273170;;;;;;;Ingen avtale;Ikke vurdert;Nei;Mottaket;Kontorrekvisita;;;Nei;1832874722;;;;;;ingen;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Kulepenn KB168001 M 0,4 blå;;;Velg prioritet;Bestill;271096;NorEngros;;;16;;;Ingen avtale;Ikke vurdert;Nei;Mottaket;Kontorrekvisita;;1;Nei;1832874040;;;;;;ingen;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Post-It 658 gul;;;Velg prioritet;Bestill;265103;NorEngros;;NorEngros;;;;Ingen avtale;Ikke vurdert;Nei;Mottaket;Kontorrekvisita;38x51mm;;Nei;1832875043;;;;;;ingen;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Post-It 653 gul;;;Velg prioritet;Bestill;265103;NorEngros;;;;;;Ingen avtale;Ikke vurdert;Nei;Mottaket;Kontorrekvisita;38x51mm;;Nei;1832875373;;;;;;ingen;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Håndtørk Multifold mykt;;;Velg prioritet;Bestill;262339;NorEngros;;;565,11;;;Ingen avtale;Ikke vurdert;Nei;Mottaket;Kontorrekvisita;;21;Nei;1832873985;;;;;;ingen;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Etikett Dymo flerbruksetikett 19x51mm;;10;Velg prioritet;Bestill;255127;NorEngros;;;1110,94;;;Ingen avtale;Ikke vurdert;Ja;Mottaket;Kontorrekvisita;;6;Nei;1832875020;;;;;;ingen;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Post-It 654 gul;;;Velg prioritet;Bestill;247181;NorEngros;;;;;;Ingen avtale;Ikke vurdert;Nei;Mottaket;Kontorrekvisita;76x76mm;;Nei;1832875320;;;;;;ingen;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Saks;;;Velg prioritet;Bestill;233-1224;VWR Avantor;;;108,5;;;Ingen avtale;Ikke vurdert;Nei;Mottaket;Kontorrekvisita;;;Nei;1832874571;, lager;;;;;ingen;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Smalordner pl A4 2R blå 5cm;;;Velg prioritet;Bestill;229656;NorEngros;;;;;;Ingen avtale;Ikke vurdert;Nei;Mottaket;Kontorrekvisita;5cm;;Nei;1832874310;;;;;;ingen;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Smalordner pl A4 2R hvit 5cm;;;Velg prioritet;Bestill;229655;NorEngros;;;;;;Ingen avtale;Ikke vurdert;Nei;Mottaket;Kontorrekvisita;5cm;;Nei;1832874426;;;;;;ingen;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Brevordner A4 7,5cm blå 2R;;;Velg prioritet;Bestill;229629;NorEngros;;;;;;Ingen avtale;Ikke vurdert;Nei;Mottaket;Kontorrekvisita;;;Nei;1832874880;;;;;;ingen;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Brevordner pl A4 blå 2R;;;Velg prioritet;Bestill;229629;NorEngros;;;;;;Ingen avtale;Ikke vurdert;Nei;Mottaket;Prøvetakingsutstyr;7,5cm;;Nei;1832874265;;;;;;ingen;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Brevordner A4 7,5cm hvit 2R;;;Velg prioritet;Bestill;229625;NorEngros;;;;;;Ingen avtale;Ikke vurdert;Nei;Mottaket;Kontorrekvisita;;;Nei;1832874936;;;;;;ingen;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Brevordner pl A4 hvit 2R 7,5cm;;;Velg prioritet;Bestill;229625;NorEngros;;;;;;Ingen avtale;Ikke vurdert;Nei;Mottaket;Kontorrekvisita;7,5cm;;Nei;1832874373;;;;;;ingen;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Fryseelement;;4;Velg prioritet;Bestill;216-0192;VWR Avantor;;;534;40 %;18.06.25 ILK;Ingen avtale;Ikke vurdert;Ja;Mottaket;Prøvetakingsutstyr;;;Nei;1832875068;;;;;;ingen;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Pakketape 4024 50mm klar 12rll rape + disp;;;Velg prioritet;Bestill;19729;NorEngros;;;359,2;;;Ingen avtale;Ikke vurdert;Nei;Mottaket;Kontorrekvisita;50mm klar;12;Nei;1832874115;;;;;;ingen;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Kniv hobby-kniv Contact;;1;Velg prioritet;Bestill;18726;NorEngros;;;447,02;;;Ingen avtale;Ikke vurdert;Nei;Mottaket;Kontorrekvisita;;100;Nei;1832875430;;;;;;ingen;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Pappkasse 97;;;Velg prioritet;Bestill;16697;NorEngros;;;;;;Ingen avtale;Ikke vurdert;Nei;Mottaket;Kontorrekvisita;790x490x580mm;;Nei;1832874011;;;;;;ingen;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Pappkasse hvit;;;Velg prioritet;Bestill;16506;NorEngros;;;;;;Ingen avtale;Ikke vurdert;Nei;Mottaket;Kontorrekvisita;500x320x235mm 20kg;;Nei;1832874096;;;;;;ingen;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Pappkasse 3;;10;Velg prioritet;Bestill;16250;NorEngros;;NorEngros;;;;Ingen avtale;Ikke vurdert;Nei;Mottaket;Kontorrekvisita;380x230x230mm;;Nei;1832874942;;;;;;ingen;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Børste Hvit nylon;;;Velg prioritet;Bestill;149-0220;VWR Avantor;;;;;;Ingen avtale;Ikke vurdert;Nei;Mottaket;Kontorrekvisita;;;Nei;1832874903;;;;;;ingen;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Børste Hvit nylon;;;Velg prioritet;Bestill;149-0219;VWR Avantor;;;;;;Ingen avtale;Ikke vurdert;Nei;Mottaket;Kontorrekvisita;;;Nei;1832874849;;;;;;ingen;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Kalkulator Catiga CD-2330 12 siffer;;;Velg prioritet;Bestill;111877;NorEngros;;NorEngros;;;;Ingen avtale;Ikke vurdert;Nei;Mottaket;Kontorrekvisita;;;Nei;1832874995;;;;;;ingen;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Kopipapir A4;;10;Velg prioritet;Bestill;110255;NorEngros;;NorEngros;259,59;;;Ingen avtale;Ikke vurdert;Ja;Mottaket;Kontorrekvisita;A4;1;Nei;1832874091;;;;;;ingen;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Zalo;;;Velg prioritet;Bestill;;Dagligvare;;Annet;;;;Ingen avtale;Ikke vurdert;Nei;Mottaket;Vaskemiddel;;;Nei;1825618686;Urentrom / spiserom;;;;im;P.S.12;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
YES platinum oppvaskmaskin tabeletter;;;Velg prioritet;Bestill;;Dagligvare;;Annet;;;;Ingen avtale;Ikke vurdert;Nei;Mottaket;Vaskemiddel;;;Nei;1825618674;Spiserom, skap;;;;C;P.S.12;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Tape Brother 12 mm blå/hvit lam TZE233;;2;Velg prioritet;Bestill;109980;NorEngros;;Annet;186,43;;;Ingen avtale;Ikke vurdert;Nei;Mottaket;Vaskemiddel;1 stk;1;Nei;2132522067;;;;;;ingen;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Omo 4.5 kg;;;Velg prioritet;Bestill;;Staples;;Annet;;;;Ingen avtale;Ikke vurdert;Nei;Mottaket;Vaskemiddel;;;Nei;2137965618;vaskerom;;;;;ingen;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
